latitude,longitude,event_date,precipitation_sum_last_10_days,precipitation_sum_last_7_days,precipitation_sum_last_3_days,temperature_2m_max_in_last_10_days,temperature_2m_min_in_last_10_days,soil_moisture_0_to_7cm_mean_last_5_days,rainfall_trend_last_5_days,days_with_rain_gt_20mm_last_10_days,consecutive_rainy_days
32.76390852,77.28272548,06/29/2017 01:10:00 PM,18.3,10.3,10.2,3.5,-10.7,0.0667,0.01,0,2
6.8894,81.0402,01-06-2011 18:00,130.5,104.4,42.2,23.2,18,0.478233333,0.16,2,10
34.6609,73.9593,04-08-2015 00:00,107.5,74.7,1.8,11.9,-3,0.413916667,-1.66,2,7
25.38,91.88,07/26/2007 12:00:00 AM,479.7,329.9,196.4,23.2,18.4,0.481691667,10.86,8,10
26.1548,91.7351,09/23/2011 12:00:00 AM,195.9,123.5,57.9,33.4,24.2,0.473025,4.17,5,10
27.81963827,84.46652548,07-11-2010 23:00,296.9,142,111.4,32.5,24.4,0.421891667,17.41,2,10
34.93977198,76.83270934,12/16/2007 12:00:00 AM,21.4,12.5,0,-9.4,-37.2,0.17,0,0,7
34.0876,74.0225,02-08-2010 18:00,77,63.3,62.7,9.7,-7.2,0.379833333,6.87,1,3
28.2887,83.8974,08/17/2015 12:00:00 AM,151.3,133,63.5,25.4,18.9,0.425375,8.16,4,10
33.23738085,75.24528226,01-09-2008 00:00,33.1,33.1,27.9,16.4,-1.8,0.446891667,3.86,1,4
22.479,92.967,07/30/2007 12:00:00 AM,268.3,66.9,9.7,27.4,20.2,0.420058333,-3.22,3,10
30.2258,78.3755,08-08-2011 00:00,146.9,130.5,43.5,28.2,21.5,0.47795,-1.75,2,10
29.6095,79.6628,07/22/2010 12:00:00 AM,623.4,499.4,397.5,26.2,18.6,0.481075,9.07,7,10
35.2538,73.2113,03/23/2016 12:00:00 AM,140.8,105.1,14.1,12,2.9,0.302,0,1,5
27.15977181,88.63411246,08/16/2009 09:30:00 PM,406.9,322.5,248.5,27.4,21.1,0.422825,13.48,6,10
10.3448,77.5666,07-09-2015 00:00,32.5,17.5,4.4,26.4,15.9,0.365908333,-0.93,0,10
30.9013,79.5322,09/19/2010 06:00:00 PM,100.8,99.9,85,1.5,-8.7,0.249516667,-0.01,1,4
30.241,78.9,07-11-2015 00:00,165.2,143.8,72.9,32.4,22.6,0.478216667,2.31,5,10
27.8965,96.1779,04/21/2010 12:00:00 AM,277.5,216.7,94.2,28.7,15.1,0.4738,11,4,5
17.7963,96.1703,05-02-2008 00:00,179.7,157.5,124.1,39.8,22.7,0.467358333,4.04,2,9
34.0966,73.4995,02-06-2011 00:00,12.8,9.9,9.8,22.4,-0.4,0.439875,1.39,0,2
27.4513,87.6093,06-05-2013 22:00,218,180.1,15.4,27.6,19.3,0.4147,-13.72,3,10
25.6682,94.1099,06/28/2011 12:00:00 AM,174.1,126.5,76.5,32.8,17.7,0.479666667,6.52,3,10
27.2667,85.9667,09-10-2007 23:00,171.4,132.1,30.5,24.9,18.9,0.421025,-8.99,2,10
16.8686,96.1433,01/24/2016 09:30:00 AM,0,0,0,32.7,15.1,0.12435,0,0,0
