latitude,longitude,event_date,precipitation_sum_last_10_days,precipitation_sum_last_7_days,precipitation_sum_last_3_days,temperature_2m_max_in_last_10_days,temperature_2m_min_in_last_10_days,soil_moisture_0_to_7cm_mean_last_5_days,rainfall_trend_last_5_days,days_with_rain_gt_20mm_last_10_days,consecutive_rainy_days
37.816804,75.546074,2013-12-26 00:00:00,3.5,1.4,0.0,2.3,-32.2,0.20599999999999977,0.0,0,2
27.65318,86.39759,2008-04-12 00:00:00,34.99999999999999,27.499999999999996,3.5999999999999996,12.7,-6.5,0.29800833333333343,0.47,0,6
21.677938,80.525706,2008-11-10 00:00:00,0.0,0.0,0.0,29.8,13.9,0.15689166666666657,0.0,0,0
36.840185,78.641988,2015-08-12 00:00:00,82.4,49.5,27.4,13.8,6.4,0.39005000000000006,1.6,0,10
35.768622,93.388149,2016-12-08 00:00:00,0.7,0.7,0.0,-8.8,-26.5,0.34700000000000064,0.0,0,1
12.242257,77.320885,2012-03-06 00:00:00,0.0,0.0,0.0,36.2,17.7,0.10399999999999977,0.0,0,0
35.918396,93.978053,2008-10-29 00:00:00,5.9,0.0,0.0,3.0,-14.4,0.28699166666666615,0.0,0,3
19.269543,97.357513,2017-04-25 00:00:00,52.69999999999999,1.0999999999999999,0.3,32.3,17.2,0.3597333333333335,-0.02,1,5
35.975334,78.708736,2009-03-06 00:00:00,1.5,0.7000000000000001,0.5,-10.0,-39.4,0.2929999999999995,0.0,0,2
27.149394,89.715373,2007-06-24 00:00:00,287.0,116.89999999999999,43.8,20.8,14.1,0.4129833333333333,0.41,6,10
11.474942,78.298493,2015-11-24 00:00:00,111.80000000000003,27.4,18.2,28.3,19.6,0.4151166666666664,0.17,1,6
37.980587,69.21707,2012-03-14 00:00:00,49.1,28.5,28.4,10.4,-8.9,0.3891500000000001,0.28,0,3
33.181187,80.573697,2012-11-08 00:00:00,0.0,0.0,0.0,0.6,-16.6,0.052458333333333336,0.0,0,0
35.980421,60.335671,2012-03-06 00:00:00,9.699999999999998,0.30000000000000004,0.2,18.8,-4.1,0.21477500000000013,-0.020000000000000007,0,2
20.357534,85.059783,2010-12-10 00:00:00,93.60000000000001,92.4,41.300000000000004,27.4,16.4,0.3922916666666661,-3.13,2,5
24.213103,92.652715,2013-10-16 00:00:00,48.2,17.9,8.299999999999999,32.4,21.0,0.3843,-0.88,1,4
34.440008,79.314868,2010-06-16 00:00:00,9.299999999999999,0.1,0.0,-1.0,-20.5,0.06768333333333337,0.0,0,2
38.226701,67.208533,2010-05-30 00:00:00,20.499999999999996,5.3,2.1999999999999997,24.3,7.1,0.33303333333333335,-0.08,0,5
18.25406,96.285168,2011-01-27 00:00:00,0.1,0.0,0.0,30.9,15.1,0.3170250000000003,0.0,0,0
29.211297,92.217552,2011-09-15 00:00:00,46.10000000000001,29.4,16.2,13.7,1.0,0.38960833333333356,-0.7999999999999988,0,6
32.172657,88.911896,2016-04-01 00:00:00,1.4,1.2,0.5,7.8,-16.8,0.053183333333333284,0.02,0,2
30.272089,91.626149,2013-11-22 00:00:00,0.4,0.4,0.2,-9.1,-32.1,0.3650916666666654,0.0,0,1
34.910504,70.160341,2016-06-10 00:00:00,8.499999999999998,2.2,0.1,32.2,14.4,0.1284083333333334,-0.06,0,6
30.93556,83.034066,2013-10-13 00:00:00,7.499999999999999,2.8,2.6999999999999997,2.3,-14.4,0.26058333333333344,0.0,0,2
36.708019,89.275556,2008-06-01 00:00:00,27.400000000000002,20.0,1.5,7.1,-9.8,0.3523583333333333,-0.12,0,6
31.271806,63.665009,2017-04-25 00:00:00,0.0,0.0,0.0,39.7,15.8,0.014191666666666665,0.0,0,0
34.272593,67.329307,2008-03-02 00:00:00,9.100000000000001,0.8,0.8,0.1,-25.9,0.16272500000000018,0.010000000000000004,0,1
28.398991,83.266946,2009-02-09 00:00:00,1.8,1.5,0.3,12.6,-2.9,0.25673333333333354,0.06,0,1
34.520279,72.92081,2008-08-09 00:00:00,71.69999999999999,38.9,7.5,20.6,8.9,0.392741666666667,-1.85,1,10
30.834168,93.281543,2016-01-04 00:00:00,3.4000000000000004,2.9000000000000004,0.7,-11.9,-36.8,0.34700000000000064,0.0,0,1
33.764049,88.412958,2007-12-18 00:00:00,1.2000000000000002,0.0,0.0,-10.1,-26.4,0.25300000000000006,0.0,0,1
6.858982,80.230738,2012-05-03 00:00:00,64.80000000000001,21.3,4.0,28.0,20.1,0.45970000000000005,-0.9,1,10
28.784191,94.793458,2008-10-06 00:00:00,69.70000000000002,60.3,22.700000000000003,24.5,13.5,0.41590833333333305,2.0,1,10
35.964084,73.853918,2015-01-12 00:00:00,9.3,4.6,0.0,-9.1,-23.4,0.3391999999999992,0.0,0,2
36.140757,79.422211,2017-01-15 00:00:00,0.8,0.3,0.0,-19.2,-33.8,0.3089,0.0,0,1
33.190029,66.437308,2016-09-09 00:00:00,0.0,0.0,0.0,24.8,9.0,0.02580833333333328,0.0,0,0
31.085951,89.859504,2010-11-23 00:00:00,2.0,2.0,0.0,0.6,-19.0,0.3612249999999999,0.0,0,1
36.021533,71.52438,2009-10-16 00:00:00,13.2,10.7,5.2,3.4,-12.2,0.18806666666666658,-0.010000000000000142,0,3
33.71849,66.977468,2017-06-21 00:00:00,0.0,0.0,0.0,28.6,11.1,0.02355,0.0,0,0
36.685625,75.241559,2009-09-29 00:00:00,1.5999999999999999,1.5999999999999999,1.0,4.9,-10.7,0.26805000000000045,0.010000000000000004,0,2
34.588321,79.590111,2012-03-22 00:00:00,7.5,7.5,7.5,-9.8,-34.6,0.036,0.0,0,2
33.176624,64.058966,2011-10-13 00:00:00,12.100000000000001,12.100000000000001,11.400000000000002,29.9,5.8,0.13037500000000002,0.7300000000000003,0,4
29.421486,95.562285,2007-11-13 00:00:00,64.0,58.7,30.5,8.5,-5.3,0.38179166666666675,-0.55,0,8
30.400435,86.405896,2017-04-13 00:00:00,0.8,0.8,0.5,3.5,-13.1,0.2890416666666662,0.0,0,1
27.980469,88.997939,2009-02-10 00:00:00,3.1,0.6,0.2,-2.9,-20.4,0.35913333333333336,0.0,0,3
29.368072,86.347227,2010-08-12 00:00:00,59.5,22.700000000000003,10.7,9.6,-3.3,0.36224999999999974,0.45,1,10
29.669567,93.616576,2011-06-09 00:00:00,82.4,55.800000000000004,18.3,9.8,0.3,0.35513333333333313,-0.83,0,10
31.882399,83.805138,2012-07-30 00:00:00,44.3,43.0,25.9,18.5,4.7,0.26930000000000004,2.08,0,8
36.179338,67.903503,2016-02-19 00:00:00,15.5,0.0,0.0,9.9,-16.1,0.46871666666666667,0.0,0,2
25.368882,88.071,2007-11-12 00:00:00,0.5,0.5,0.2,29.3,18.4,0.20688333333333336,-0.05,0,1
32.69958,90.405353,2012-01-04 00:00:00,0.4,0.4,0.4,-2.1,-22.3,0.37800000000000006,0.0,0,1
38.894443,92.448056,2009-04-29 00:00:00,0.0,0.0,0.0,13.7,-5.0,0.00966666666666666,0.0,0,0
30.79798,94.600294,2011-06-25 00:00:00,38.1,24.900000000000002,20.1,9.6,-3.2,0.2329749999999999,1.03,0,5
28.702431,90.623305,2010-07-11 00:00:00,38.9,37.9,26.099999999999998,10.6,1.6,0.2932166666666666,1.6399999999999988,0,9
34.885745,64.435085,2014-06-09 00:00:00,9.2,7.800000000000001,2.1,22.4,2.8,0.29785000000000017,-0.65,0,4
25.737465,70.685899,2013-10-27 00:00:00,0.0,0.0,0.0,37.0,20.9,0.029183333333333276,0.0,0,0
36.026376,94.137732,2017-06-18 00:00:00,16.700000000000003,9.4,0.7999999999999999,3.3,-10.4,0.2831166666666666,0.0,0,5
35.185306,69.374044,2011-08-14 00:00:00,3.0,3.0,3.0,29.8,11.5,0.12143333333333345,0.49,0,2
4.239387,96.495173,2014-05-28 00:00:00,45.599999999999994,40.0,37.900000000000006,29.9,20.6,0.3745583333333332,3.78,0,4
30.029906,79.599836,2008-03-27 00:00:00,1.2999999999999998,0.7,0.4,20.3,4.0,0.2954166666666666,-0.019999999999999983,0,1
37.429962,73.088474,2017-01-17 00:00:00,1.0,0.0,0.0,-21.2,-32.9,0.05180000000000006,0.0,0,1
37.065898,75.381709,2008-06-26 00:00:00,30.9,22.599999999999998,8.700000000000001,11.8,-4.0,0.17065000000000005,-0.7,0,10
25.902825,67.357281,2012-11-01 00:00:00,0.0,0.0,0.0,32.5,19.9,0.02405000000000002,0.0,0,0
37.679284,75.440351,2008-07-20 00:00:00,15.700000000000001,13.799999999999999,2.3,13.0,-3.2,0.1820916666666667,0.09,0,3
30.469418,86.522227,2014-06-26 00:00:00,0.2,0.0,0.0,14.9,-5.5,0.03459166666666665,0.0,0,1
26.531874,63.500628,2009-06-05 00:00:00,2.1,2.1,0.0,42.4,22.3,0.011291666666666662,-0.24,0,2
3.165013,97.445846,2016-01-01 00:00:00,48.39999999999999,19.400000000000002,6.3999999999999995,27.7,17.7,0.41641666666666655,-0.18,0,9
29.065861,91.029257,2008-12-15 00:00:00,0.0,0.0,0.0,-1.9,-21.9,0.3882166666666668,0.0,0,0
28.506065,60.91149,2007-03-22 00:00:00,12.8,11.8,0.0,22.5,1.9,0.12364999999999995,-1.45,0,2
28.625019,81.731402,2009-01-19 00:00:00,0.0,0.0,0.0,18.6,0.7,0.16438333333333333,0.0,0,0
22.409155,84.583261,2016-04-06 00:00:00,9.6,0.6,0.1,41.3,22.7,0.13909999999999997,0.02,0,2
31.70041,78.914377,2011-12-06 00:00:00,0.0,0.0,0.0,12.3,-11.8,0.027758333333333343,0.0,0,0
28.459157,91.186022,2012-06-14 00:00:00,7.1,4.7,1.3,11.1,-2.7,0.25954999999999995,-0.26,0,8
35.135489,72.519588,2011-12-06 00:00:00,0.6,0.0,0.0,22.0,0.3,0.2598833333333335,0.0,0,1
38.511876,85.595456,2016-06-26 00:00:00,0.0,0.0,0.0,38.9,16.6,0.0,0.0,0,0
35.871979,63.443585,2013-05-06 00:00:00,1.5,0.0,0.0,27.4,4.2,0.07926666666666679,0.0,0,1
19.168717,96.950344,2016-06-08 00:00:00,80.8,66.5,23.9,28.1,19.5,0.4862833333333334,-0.31,0,10
29.17193,92.952958,2008-02-16 00:00:00,1.2,0.9,0.9,-8.6,-24.3,0.3590000000000011,0.0,0,1
17.529075,81.319853,2014-09-26 00:00:00,76.39999999999999,29.0,1.3,31.6,23.2,0.40885833333333355,-0.09999999999999992,1,7
23.33081,94.493688,2011-12-02 00:00:00,0.0,0.0,0.0,28.1,15.6,0.2943166666666665,0.0,0,0
37.038882,82.344193,2013-11-16 00:00:00,0.2,0.0,0.0,14.7,-5.3,0.00404166666666667,0.0,0,1
3.107413,97.745832,2011-07-08 00:00:00,56.2,8.2,0.1,29.3,18.4,0.35918333333333347,0.010000000000000004,1,5
35.512515,85.791389,2010-04-19 00:00:00,1.3,1.0,0.8999999999999999,4.2,-15.8,0.18773333333333328,0.010000000000000004,0,2
38.37986,75.0118,2011-07-26 00:00:00,17.799999999999997,13.1,5.1,21.0,2.4,0.05052499999999996,0.16,0,10
34.435651,81.529985,2009-05-16 00:00:00,9.6,8.399999999999999,1.1,-3.6,-22.3,0.27952500000000036,0.01,0,4
22.816562,92.085265,2014-04-20 00:00:00,1.4,1.2999999999999998,0.7,37.8,22.6,0.15400833333333352,-0.019999999999999928,0,3
24.155561,93.545961,2007-05-13 00:00:00,70.3,61.4,26.1,32.9,19.6,0.3712583333333336,-2.61,0,10
35.301178,68.938663,2010-11-23 00:00:00,0.7,0.0,0.0,2.6,-8.2,0.15900833333333328,0.0,0,1
33.055395,86.582019,2007-07-07 00:00:00,34.599999999999994,34.599999999999994,7.5,12.9,-8.2,0.22388333333333352,-1.0,0,7
28.667834,64.045891,2009-11-22 00:00:00,0.0,0.0,0.0,26.0,3.8,0.0,0.0,0,0
32.297598,85.525677,2012-01-18 00:00:00,0.0,0.0,0.0,-7.3,-25.4,0.04699999999999996,0.0,0,0
25.445408,95.387273,2015-09-30 00:00:00,69.6,34.800000000000004,0.30000000000000004,30.7,23.1,0.4758916666666671,-2.7599999999999993,1,8
26.00163,67.091201,2015-06-14 00:00:00,3.4,2.8,0.0,39.9,23.8,0.02339999999999992,-0.18,0,2
27.332654,86.76913,2016-09-16 00:00:00,125.50000000000001,90.60000000000002,19.700000000000003,25.9,19.5,0.4217499999999998,-3.39,1,10
23.571449,94.066498,2012-12-07 00:00:00,4.1,4.1,4.1,24.3,11.8,0.3591333333333329,0.40999999999999986,0,1
18.118041,96.142834,2012-02-25 00:00:00,0.0,0.0,0.0,37.1,18.7,0.20100000000000026,0.0,0,0
26.457646,94.724498,2010-03-09 00:00:00,61.300000000000004,49.1,2.4000000000000004,24.7,13.0,0.45530000000000004,-1.8600000000000012,0,10
34.818615,65.258832,2012-05-06 00:00:00,13.299999999999999,5.9,4.5,16.5,-4.9,0.3625333333333334,0.84,0,5
36.066425,71.34975,2007-05-28 00:00:00,79.8,10.4,4.6,7.0,-10.2,0.4204999999999999,-0.32,2,5
32.315663,78.586844,2015-04-19 00:00:00,0.0,0.0,0.0,-6.5,-30.1,0.05999999999999985,0.0,0,0
25.610936,95.048882,2011-08-03 00:00:00,142.59999999999997,88.5,47.5,23.9,16.6,0.42689166666666645,-0.5899999999999977,3,10
29.903322,96.291934,2015-11-23 00:00:00,6.5,6.5,0.0,-6.1,-27.7,0.2419833333333334,0.0,0,3
28.629285,65.003104,2014-10-13 00:00:00,0.0,0.0,0.0,35.9,17.8,8.333333333333334e-06,0.0,0,0
