latitude,longitude,elevation,slope,aspect,curvature,precipitation_sum_last_10_days,precipitation_sum_last_7_days,precipitation_sum_last_3_days,temperature_2m_max_in_last_10_days,temperature_2m_min_in_last_10_days,soil_moisture_0_to_7cm_mean_last_5_days,rainfall_trend_last_5_days,days_with_rain_gt_20mm_last_10_days,consecutive_rainy_days,landslide
28.1281,83.3841,1669.0,89.99950409,88.43980408,-40176001024.0,10.8,8.7,2.9,18.0,6.0,0.3509,0.5,0,5,1
6.9793,80.4562,159.0,89.99816132,245.2825623,6480000000.0,23.7,11.3,2.6,29.1,22.5,0.470591667,-0.04,0,9,1
25.3433,92.2897,1201.0,89.97986603,108.4349518,2592000000.0,70.3,57.8,32.6,24.9,17.1,0.477875,0.05,0,10,1
27.5798729,91.85672387,2745.0,89.99871063,240.8323822,0.0,30.7,18.2,10.9,10.7,-1.5,0.410883333,0.06,0,10,1
33.2412,75.2382,733.0,89.99786377,196.6069794,5184000000.0,124.7,98.1,77.2,31.5,20.4,0.473,9.11,2,10,1
11.3464,76.8076,1799.0,89.99609375,317.489563,-5184000000.0,6.2,6.2,3.4,27.3,15.9,0.225366667,-0.28,0,4,1
28.5714,77.2135,216.0,89.98593903,173.6598053,0.0,20.8,15.9,0.0,19.7,5.8,0.253091667,0.0,0,2,1
27.66868142,86.04142973,2030.0,89.9977951,203.4590302,1296000000.0,137.8,124.1,62.2,24.1,13.7,0.4231,3.44,2,10,1
28.5167,83.3426,1954.0,89.99900055,52.67896271,25920000000.0,53.5,51.2,38.6,22.5,12.9,0.41675,5.41,1,10,1
26.1016,91.6906,112.0,89.9993515,1.753404856,36288000000.0,86.5,70.4,36.0,30.4,20.0,0.475333333,6.04,2,10,1
24.2315,92.6755,672.0,89.99394226,154.6538239,-6480000000.0,58.9,42.2,31.5,30.2,17.2,0.34135,1.97,0,10,1
28.2183,85.3573,1651.0,89.99954224,310.3093262,20736000000.0,345.8,234.4,54.3,27.2,18.9,0.420475,-10.03,7,10,1
26.8843,88.1835,1649.0,89.95973969,18.43494797,3888000000.0,261.6,221.6,137.6,24.2,17.3,0.42215,7.14,6,10,1
26.1965,91.763,93.0,89.98576355,206.5650482,11664000000.0,144.8,143.1,98.6,31.5,20.8,0.47615,5.23,3,9,1
27.499,87.106,1750.0,89.99916077,306.4163818,9072000000.0,262.6,182.9,104.9,22.2,14.6,0.427908333,0.81,4,10,1
25.4551,84.5322,65.0,89.99050903,243.4349518,-1296000000.0,40.3,15.5,0.0,33.4,25.6,0.373683333,-0.83,0,7,1
31.4551,78.1996,2040.0,89.9990387,56.07020187,-7776000000.0,67.8,67.8,49.8,25.6,6.7,0.381458333,1.61,1,6,1
34.7976,70.977,1953.0,89.99884033,126.8698959,-7776000000.0,76.8,13.8,10.2,16.1,0.7,0.402166667,0.27,1,10,1
14.4702,78.8205,129.0,89.98199463,261.8699036,0.0,102.8,95.1,45.5,35.8,24.3,0.463658333,-3.27,2,8,1
29.5829,80.2182,1559.0,89.99668884,117.8972702,-5184000000.0,407.2,113.4,34.8,24.7,18.2,0.497941667,-5.14,5,10,1
23.7736,94.1201,244.0,89.99802399,29.74488068,-1296000000.0,681.6,600.7,396.3,27.2,22.2,0.478541667,14.35,9,10,1
34.219,77.2665,3380.0,89.9715271,206.5650482,-3888000000.0,3.5,1.3,0.3,-1.8,-21.3,0.076,0.0,0,2,1
28.6809,77.1958,217.0,89.90996552,135.0,-5184000000.0,60.6,43.8,17.1,33.2,23.9,0.388241667,-1.13,1,5,1
30.6509,79.0264,1987.0,89.99921417,255.3642731,-24624001024.0,267.6,204.6,176.0,22.8,18.0,0.4236,15.7,3,10,1
26.1028,91.8806,133.0,89.99788666,144.462326,-10368000000.0,234.0,163.2,98.2,31.3,23.7,0.479625,1.4,6,10,1
33.3645,75.1999,1879.0,89.99925995,244.1790009,-14256000000.0,83.8,83.2,25.9,18.4,-1.2,0.459866667,3.41,2,6,1
6.973059881,81.08551842,833.0,89.99640656,73.61045837,-2592000000.0,56.8,41.0,15.7,27.8,18.3,0.45645,-0.26,0,10,1
6.639631955,80.64175069,942.0,89.99960327,159.2971039,-27215998976.0,84.4,50.1,11.9,25.3,18.1,0.449258333,-1.98,0,10,1
25.83762589,93.94633448,371.0,89.99816132,146.7682953,-1296000000.0,140.8,59.3,33.4,30.1,22.2,0.4903,3.18,2,10,1
16.9648,73.5189,84.0,89.99755859,212.4711914,15552000000.0,382.8,338.2,195.4,29.7,24.0,0.485516667,7.21,7,10,1
27.8519,85.5248,1631.0,89.99886322,28.85566139,15552000000.0,115.5,96.9,14.4,24.6,15.6,0.419541667,-8.16,2,10,1
28.25,82.7311,794.0,89.99050903,153.4349518,-34992001024.0,84.9,46.8,30.4,28.4,21.5,0.419458333,0.23,1,10,1
32.8363,75.1489,590.0,89.99590302,104.9314194,-2592000000.0,82.3,62.7,18.8,30.5,22.8,0.3133,-0.86,0,10,1
34.8733,72.6625,2226.0,89.99803925,359.1185913,19440001024.0,122.5,97.1,97.0,1.4,-11.7,0.367475,1.15,2,3,1
19.34,73.7746,603.0,89.99953461,52.41865158,-24624001024.0,224.4,149.8,69.2,24.7,21.4,0.427825,6.32,6,10,1
32.3573,77.3052,3508.0,89.99924469,354.1875305,14256000000.0,135.5,83.8,40.4,15.2,6.7,0.418775,-0.24,2,10,1
31.1263,77.3525,2279.0,89.99610138,40.03025818,7776000000.0,193.0,113.4,51.6,22.2,14.1,0.475691667,0.49,2,10,1
31.0343,78.7248,2489.0,89.99925232,322.6577148,-15552000000.0,213.3,148.5,32.4,21.6,13.0,0.424183333,-2.7,5,10,1
32.737,74.876,362.0,89.99875641,86.63353729,-7776000000.0,149.4,128.0,101.0,34.5,23.8,0.32865,3.53,2,5,1
12.8747,74.9566,14.0,89.98883057,322.1250305,5184000000.0,87.4,79.6,24.6,29.2,23.1,0.492041667,-3.74,1,10,1
33.6917,76.0412,4893.0,89.99885559,11.91514683,-3888000000.0,3.6,2.5,0.5,3.7,-8.1,0.261883333,-0.08,0,3,1
11.404,76.6952,2204.0,89.95973969,288.4349365,0.0,58.3,56.9,56.2,22.3,12.2,0.385391667,6.56,1,3,1
26.9734,87.3412,1072.0,89.99807739,281.3099365,1296000000.0,252.2,216.0,99.0,26.1,20.3,0.425675,-7.89,4,10,1
12.8715,74.8862,29.0,89.99614716,358.2642822,-3888000000.0,261.2,193.8,101.2,27.7,23.6,0.384908333,5.49,7,10,1
33.04965334,75.29048614,1326.0,89.99808502,105.7086411,1296000000.0,79.1,13.4,3.3,23.2,2.8,0.434958333,0.5,2,5,1
32.2241,76.3374,1589.0,89.99824524,258.0706787,7776000000.0,161.7,139.4,71.4,23.4,17.3,0.45285,-2.4,3,10,1
6.7374,80.9568,562.0,89.96999359,135.0,1296000000.0,256.7,186.5,89.4,28.2,19.1,0.415933333,-4.88,5,10,1
26.0838,94.564,1834.0,89.99788666,74.57783508,2592000000.0,131.1,78.5,41.8,25.1,16.0,0.481133333,0.73,2,10,1
34.1481,77.6538,3757.0,89.99371338,212.9052429,-1296000000.0,24.4,10.2,8.9,20.3,7.7,0.2058,0.88,0,5,1
28.1778,83.7,1426.0,89.99765015,168.2748871,-5184000000.0,12.7,7.1,6.4,25.2,13.3,0.355808333,1.14,0,4,1
24.042,92.6724,808.0,89.99443054,66.80140686,0.0,137.2,89.1,34.5,26.6,20.0,0.419716667,0.96,2,10,1
28.0667,83.25,1530.0,89.99117279,326.3099365,-1296000000.0,118.6,81.0,18.9,24.8,18.2,0.421075,-1.92,2,10,1
30.2416,78.8996,657.0,89.99928284,31.18497467,-24624001024.0,167.2,157.1,108.1,31.9,22.9,0.466458333,3.81,2,10,1
23.0396,72.566,54.0,89.98751831,191.3099365,-3888000000.0,1.6,0.0,0.0,32.8,16.6,0.141991667,0.0,0,1,1
11.3484,76.7937,1751.0,89.99871826,249.3764648,-9072000000.0,45.2,39.8,19.5,22.9,13.0,0.368516667,-1.92,0,6,1
6.99,81.0567,677.0,89.99545288,180.0,1296000000.0,458.9,385.8,199.6,25.6,19.5,0.488975,6.59,7,10,1
29.1265,81.2574,1603.0,89.99884796,46.46879959,7776000000.0,187.6,160.5,77.6,25.0,17.0,0.422075,1.43,3,10,1
30.5004,79.3888,2140.0,89.99893951,315.0,6480000000.0,218.8,181.1,66.5,20.7,14.3,0.441591667,-3.45,5,10,1
27.125,93.7145,128.0,89.9947052,16.92751312,-7776000000.0,83.5,73.0,61.0,31.2,23.8,0.39775,8.03,2,10,1
35.7972,73.3185,3093.0,89.99913788,176.4964752,27215998976.0,110.8,97.1,87.4,22.0,5.9,0.30855,15.24,2,5,1
28.3537,82.6184,2007.0,89.99913025,96.25403595,-1296000000.0,113.3,79.4,43.6,22.7,15.5,0.422416667,-1.62,1,10,1
28.8254,96.1509,3640.0,89.99875641,74.74488068,-3888000000.0,246.0,167.7,98.9,3.7,-11.0,0.385358333,0.32,5,5,1
26.0765,68.5034,27.0,89.99045563,257.0053711,3888000000.0,25.3,25.3,25.3,39.8,26.9,0.176858333,4.73,1,2,1
33.2443135,75.22742083,836.0,89.99930573,235.6196594,9072000000.0,128.0,92.0,34.0,31.1,21.5,0.485741667,-3.58,3,10,1
31.0931,77.1675,1906.0,89.99898529,183.2052155,1296000000.0,175.3,153.3,28.5,24.1,15.5,0.472641667,-9.11,2,10,1
4.6951,96.7494,1064.0,89.99800873,212.1957397,9072000000.0,164.8,147.6,41.5,25.0,16.9,0.454666667,-1.2,2,10,1
24.416,94.0984,1368.0,89.99873352,306.069397,7776000000.0,477.3,346.9,244.0,24.1,16.6,0.4841,25.26,8,10,1
26.4205,94.9731,690.0,89.99884796,168.4861755,14256000000.0,100.8,69.4,40.4,30.3,22.2,0.450416667,-1.16,2,10,1
32.9148,75.0556,683.0,89.99743652,64.98310852,-2592000000.0,238.1,237.1,225.5,30.5,19.1,0.401875,28.49,2,5,1
32.1002,76.2699,761.0,89.9985733,12.31944561,-5184000000.0,329.3,301.1,105.5,28.2,21.8,0.42385,-21.88,3,10,1
34.3591,73.4689,690.0,89.98908234,120.9637527,-9072000000.0,42.0,23.7,15.3,32.4,19.1,0.332683333,0.06,0,5,1
33.2418,75.242,811.0,89.99911499,264.8055725,16848000000.0,75.1,19.4,0.0,10.7,-2.3,0.454783333,-0.12,1,6,1
19.9166,94.3761,805.0,89.99890137,154.9831085,-2592000000.0,170.0,143.9,105.9,27.4,20.0,0.488233333,14.48,1,10,1
32.4035,77.5796,4376.0,89.99471283,4.763641834,-3888000000.0,71.8,39.4,23.6,7.3,-13.5,0.287991667,0.3,2,5,1
6.8745,81.0455,1027.0,89.99685669,164.2488251,-11664000000.0,515.5,420.0,165.1,23.5,16.9,0.484666667,-14.58,7,10,1
31.0851,77.1665,1810.0,89.9991684,320.8156128,10368000000.0,208.8,193.3,106.1,24.7,15.5,0.470833333,5.61,5,8,1
33.2359,75.244,733.0,89.99932098,187.0868988,7776000000.0,33.0,13.1,13.1,15.4,0.5,0.483058333,2.01,0,3,1
27.8664,83.1036,1240.0,89.99919128,330.6621094,9072000000.0,68.1,52.0,36.0,27.0,19.9,0.418275,0.82,1,10,1
29.2675,80.9499,643.0,89.99813843,74.74488068,-3888000000.0,134.7,112.0,19.4,31.8,23.7,0.420216667,-3.94,2,10,1
25.4786,94.1327,1751.0,89.99625397,331.9275208,0.0,102.3,48.3,25.2,24.7,17.2,0.468683333,-0.22,1,10,1
16.5175,80.6117,27.0,89.99272156,30.96375656,0.0,63.4,62.9,50.5,32.4,23.4,0.391416667,4.2,1,8,1
27.4885,88.4451,1919.0,89.99914551,67.40983582,14256000000.0,148.2,98.3,33.0,21.2,14.0,0.419408333,2.02,2,10,1
34.2116,77.3504,3325.0,89.99915314,139.3160248,-3888000000.0,13.2,8.1,6.1,24.1,7.1,0.147058333,0.63,0,5,1
25.8782,94.1739,1349.0,89.99861908,56.48199081,5184000000.0,191.6,166.2,80.2,26.9,18.1,0.482533333,-0.39,4,10,1
27.1695,88.3664,1583.0,89.99871826,180.5787201,10368000000.0,183.3,174.3,82.7,21.8,14.3,0.423675,-0.64,4,10,1
29.2777,80.9871,1099.0,89.99836731,261.8699036,-20736000000.0,235.1,173.9,120.8,27.9,20.9,0.425175,10.29,5,10,1
28.2798,83.8494,1366.0,89.99829865,225.0,6480000000.0,66.4,62.9,41.9,25.6,14.7,0.41365,4.16,1,10,1
26.9149,87.3372,877.0,89.99934387,227.0901642,-15552000000.0,177.9,133.6,71.9,27.2,21.1,0.424158333,-0.32,3,10,1
27.859,83.6014,1100.0,89.99817657,231.9810638,-6480000000.0,201.4,167.6,59.5,27.0,20.0,0.424133333,-6.15,2,10,1
27.5905,87.7955,2321.0,89.99931335,97.1635437,38880002048.0,187.0,106.3,57.7,19.7,10.8,0.416775,2.54,4,10,1
31.5593,77.9277,1608.0,89.99938965,253.8278351,1296000000.0,24.6,15.0,1.6,25.7,10.7,0.449016667,-1.2,0,6,1
28.678,84.2297,3643.0,89.99925995,67.32865906,16848000000.0,47.2,42.3,25.5,9.2,-2.9,0.382133333,0.44,0,10,1
25.0318,92.4584,82.0,89.99820709,219.2894135,2592000000.0,0.0,0.0,0.0,32.0,15.8,0.258875,0.0,0,0,1
30.383,78.5094,725.0,89.99599457,204.1455383,-2592000000.0,4.3,4.3,4.3,24.0,4.9,0.381525,0.86,0,1,1
32.219,78.072,3606.0,89.99210358,97.12501526,3888000000.0,61.4,59.1,58.7,10.8,0.4,0.189,0.04,1,3,1
27.7395,83.5753,1027.0,89.99905396,219.5881348,0.0,359.6,329.9,275.5,28.5,20.5,0.420341667,36.0,4,10,1
27.9333,83.653,856.0,89.99885559,36.97276306,33696000000.0,110.1,66.9,10.6,28.3,21.8,0.42115,-2.08,2,10,1
30.5568,79.5541,1881.0,89.99871826,9.272602081,0.0,11.4,9.2,2.6,18.8,2.9,0.404616667,-0.6,0,5,1
28.611,94.9829,1668.0,89.99925232,339.4439697,12960000000.0,373.2,346.0,216.6,24.0,15.9,0.426941667,14.15,6,10,1
23.5397,93.3783,1564.0,89.99736023,221.6335449,-5184000000.0,90.1,70.1,44.8,23.3,15.7,0.419041667,1.76,0,10,1
32.9295,75.1432,766.0,89.98908234,120.9637527,-3888000000.0,57.8,50.0,24.5,28.4,20.5,0.433808333,1.05,0,5,1
36.2665,74.6006,2461.0,89.99430847,296.5650635,9072000000.0,88.1,66.8,18.6,20.3,-1.0,0.390383333,-0.44,1,10,1
26.1049,91.7369,156.0,89.99812317,135.0,7776000000.0,376.5,352.3,173.9,32.1,24.0,0.481341667,-2.18,6,10,1
26.9599,88.268,1874.0,89.99784088,269.0289917,6480000000.0,390.8,294.8,160.9,22.3,16.5,0.426091667,2.04,8,10,1
34.5474,73.3455,1098.0,89.99891663,43.61964417,5184000000.0,6.2,0.4,0.0,28.0,12.5,0.21525,-0.05,0,3,1
30.4054,79.3426,1057.0,89.99900818,333.0342712,5184000000.0,321.0,85.5,33.5,27.8,21.4,0.489625,-0.92,5,10,1
32.3712,77.2466,3973.0,89.99506378,125.5376816,-3888000000.0,65.4,49.8,30.1,13.1,-0.2,0.346225,1.86,0,10,1
28.8254,96.1517,3607.0,89.99848938,94.08561707,2592000000.0,81.5,64.8,58.9,12.2,-2.4,0.426125,6.03,2,7,1
27.36,93.0385,402.0,89.99484253,248.6293793,0.0,168.1,110.4,67.6,31.2,22.5,0.427108333,6.06,3,10,1
30.1977,77.9137,518.0,89.99727631,138.4682312,-2592000000.0,228.9,209.2,76.0,29.4,20.2,0.410108333,12.0,3,10,1
33.1213,75.2449,2298.0,89.99794769,75.06858063,-2592000000.0,252.3,141.3,74.0,14.0,-4.3,0.487175,-0.36,4,8,1
28.6881,81.6309,2165.0,89.99858856,233.1300964,14256000000.0,185.5,121.0,50.8,20.8,14.4,0.425183333,-2.74,4,10,1
29.378,81.3559,993.0,89.99886322,103.9124985,-6480000000.0,324.8,70.8,36.0,28.8,20.1,0.422908333,-1.65,3,10,1
26.1309,91.8383,105.0,89.99679565,49.08561707,-3888000000.0,92.8,60.5,40.4,31.7,22.7,0.471366667,3.96,0,5,1
35.8026,74.9832,3702.0,89.99741364,174.1736603,2592000000.0,8.4,8.1,0.8,-14.6,-28.4,0.163,0.0,0,2,1
27.7786,85.3867,1874.0,89.99897003,196.9661407,-7776000000.0,143.0,134.4,126.5,24.4,12.2,0.365575,16.67,2,9,1
27.1418,87.7788,876.0,89.9985733,19.65382385,-7776000000.0,80.8,24.4,4.1,29.7,21.2,0.407308333,-1.42,1,10,1
27.6019,85.225,1845.0,89.99895477,108.7333603,15552000000.0,350.5,246.9,93.5,23.5,17.6,0.425375,-1.5,8,10,1
28.3036,95.4112,1828.0,89.9993515,104.1780624,-11664000000.0,428.9,390.8,144.0,24.3,15.1,0.4277,-26.14,5,10,1
35.7275,71.7095,1788.0,89.9992981,134.5523834,29808001024.0,163.5,141.2,106.2,7.1,-5.8,0.31,0.01,2,10,1
15.323,73.974,30.0,89.98763275,119.0546036,-1296000000.0,122.7,97.1,75.6,29.6,23.9,0.336191667,8.93,2,10,1
25.1555,93.8474,1377.0,89.99945068,170.537674,6480000000.0,200.5,107.4,79.2,25.6,16.4,0.413666667,11.84,4,10,1
28.2717,83.5906,1197.0,89.99803162,73.81079102,-2592000000.0,101.0,51.2,10.6,25.3,15.5,0.402641667,-1.38,1,6,1
29.1657,81.5631,1344.0,89.99953461,246.526474,-11664000000.0,113.4,69.3,17.3,26.7,19.1,0.425283333,-2.72,1,10,1
9.5527,76.9299,347.0,89.99874878,66.20922852,12960000000.0,129.2,85.4,37.4,27.0,19.1,0.485466667,1.88,1,10,1
28.4202,84.8996,1985.0,89.99919891,259.1144714,9072000000.0,77.1,58.1,7.5,20.7,3.8,0.419891667,-4.15,0,10,1
28.4202,84.8996,1985.0,89.99919891,259.1144714,9072000000.0,77.1,58.1,7.5,20.7,3.8,0.419891667,-4.15,0,10,1
35.3544,73.0208,3422.0,89.99935913,107.5255661,0.0,49.5,17.3,3.8,16.9,3.4,0.380833333,-0.47,1,10,1
30.6639,78.0574,875.0,89.99897003,173.9667511,-20736000000.0,124.6,61.4,18.2,28.6,21.5,0.4874,-1.6,1,10,1
25.2745,94.0212,1070.0,89.9974823,161.5650482,2592000000.0,105.1,66.1,46.3,27.1,16.7,0.485508333,4.59,2,10,1
23.73504471,92.71060943,941.0,89.99895477,77.2165451,1296000000.0,72.4,62.1,27.2,26.5,18.5,0.415075,0.37,0,10,1
25.0888,92.8551,260.0,89.99886322,11.30993271,-5184000000.0,214.8,201.0,126.0,30.2,21.8,0.477033333,3.21,4,10,1
27.404,87.065,714.0,89.99893951,171.8699036,-2592000000.0,62.9,43.3,20.3,27.7,21.0,0.404425,1.35,0,10,1
27.3392,88.6188,1859.0,89.99869537,131.6822205,-7776000000.0,434.3,338.9,76.3,23.1,15.1,0.427508333,-10.59,8,10,1
36.1512,73.7448,2633.0,89.99925995,42.65312576,-10368000000.0,81.7,60.2,45.5,2.9,-16.5,0.299,0.0,1,4,1
17.4655,78.4606,541.0,89.93634033,90.0,1296000000.0,31.0,0.6,0.0,30.2,16.6,0.344933333,0.0,1,5,1
30.3069,78.0169,623.0,89.99401093,221.1859283,1296000000.0,195.5,183.0,145.4,32.4,22.1,0.378608333,25.28,2,10,1
27.4191,87.2714,842.0,89.99808502,122.7352295,0.0,87.4,19.1,12.2,26.6,15.0,0.401983333,1.74,2,10,1
26.048,91.8695,72.0,89.99719238,136.789917,1296000000.0,266.3,221.5,88.9,30.1,24.0,0.488416667,-6.13,6,10,1
4.7735,96.9967,1277.0,89.99728394,230.1944275,0.0,22.1,19.9,7.1,26.0,15.2,0.439275,0.24,0,8,1
24.3599,85.6179,361.0,89.98847198,354.8055725,0.0,26.1,24.9,17.7,30.5,23.8,0.34665,2.85,0,8,1
21.47819035,91.96737514,0.0,0.0,-1.0,0.0,102.1,58.1,48.8,30.0,25.1,0.4012,5.46,1,10,1
23.3439,93.0748,1323.0,89.99915314,114.0012817,3888000000.0,66.2,56.5,37.4,24.1,15.8,0.413075,3.44,0,10,1
25.5084,90.2191,323.0,89.99861145,305.2475891,-10368000000.0,319.6,286.8,63.5,31.6,23.2,0.489683333,-24.66,6,10,1
28.5266,83.2765,2610.0,89.9990387,246.3457794,-11664000000.0,76.2,50.2,14.4,19.4,10.7,0.415425,1.01,0,10,1
29.5194,80.469,2005.0,89.99770355,172.7468109,-2592000000.0,312.3,259.5,135.5,22.5,14.7,0.441958333,20.19,3,10,1
27.7948,84.8566,548.0,89.99858856,176.1859283,-16848000000.0,145.6,130.6,79.8,28.7,22.7,0.425666667,3.42,2,10,1
28.2974,83.8,1511.0,89.99836731,209.1974792,5184000000.0,192.5,177.0,14.7,25.9,16.3,0.413033333,-11.23,3,10,1
30.638,78.3297,902.0,89.99909973,278.930603,6480000000.0,86.2,79.6,65.5,32.2,21.8,0.44855,7.77,2,10,1
26.7103,94.693,687.0,89.99750519,220.2363586,1296000000.0,165.7,123.0,40.2,29.1,20.9,0.486716667,2.06,4,10,1
27.1979,87.0809,1716.0,89.99840546,160.2011261,-1296000000.0,493.0,386.0,160.2,23.2,17.2,0.427666667,-5.64,10,10,1
12.8806,75.0327,14.0,89.99085999,111.0375137,0.0,96.2,75.1,41.9,29.5,22.6,0.485,-0.5,1,10,1
31.0164,77.0991,1694.0,89.99739075,241.8583984,1296000000.0,12.8,9.6,8.9,23.1,8.4,0.244158333,1.76,0,4,1
29.2611,81.1833,1253.0,89.9984436,109.3231812,-5184000000.0,120.5,115.1,98.4,27.4,13.4,0.379241667,12.73,2,10,1
6.9565,81.0243,746.0,89.98576355,243.4349518,0.0,71.7,71.2,35.5,24.1,18.1,0.496908333,1.29,0,9,1
27.3543,88.6428,2116.0,89.99829102,66.19405365,-2592000000.0,143.7,111.7,21.5,20.2,6.3,0.4162,-3.81,3,10,1
24.7679,93.4108,508.0,89.99856567,281.056427,5184000000.0,96.8,70.5,58.1,31.6,19.6,0.398091667,5.05,0,10,1
33.2257,75.6695,2070.0,89.99939728,110.1447601,-11664000000.0,145.5,120.7,57.1,4.5,-5.9,0.365025,1.46,3,4,1
20.7916,97.0484,1502.0,89.99864197,289.9830933,7776000000.0,62.7,41.2,26.1,26.3,17.8,0.434433333,1.75,0,10,1
33.2599,75.8886,2949.0,89.99855804,164.8590088,31104000000.0,74.7,72.9,14.9,5.0,-13.3,0.388116667,1.3,1,4,1
27.7366,85.3305,1338.0,89.99230957,115.0168915,-2592000000.0,156.8,105.2,74.7,26.1,15.5,0.419675,7.0,2,10,1
27.8173,83.4644,1045.0,89.99801636,84.64417267,14256000000.0,436.6,390.7,248.0,27.3,20.3,0.426816667,-5.17,6,10,1
27.8027,85.9149,1517.0,89.99889374,304.3803406,2592000000.0,55.1,24.5,10.7,24.0,12.2,0.410625,0.05,1,10,1
34.0123,77.9988,4900.0,89.99813843,140.9468689,2592000000.0,2.4,0.0,0.0,10.5,-7.2,0.129991667,0.0,0,3,1
30.0261,78.6278,493.0,89.99893188,272.4059753,-31104000000.0,32.2,31.7,28.8,38.2,23.0,0.318491667,3.66,1,3,1
19.2677,73.0618,27.0,89.98953247,80.53768158,-3888000000.0,373.4,341.6,245.9,31.4,23.8,0.424166667,29.36,6,10,1
29.7036,78.5658,431.0,89.99901581,338.1985779,0.0,18.4,15.2,9.8,31.5,21.7,0.371441667,1.02,0,4,1
27.9604,84.2231,817.0,89.99895477,222.3370056,10368000000.0,184.1,67.6,39.0,26.4,19.5,0.420275,3.54,4,8,1
33.798,74.2562,1392.0,89.99861145,297.9622192,0.0,82.9,81.0,80.2,26.8,14.9,0.372275,14.97,1,3,1
33.2477,75.1919,908.0,89.99865723,79.64094543,1296000000.0,50.2,48.9,13.2,15.7,4.0,0.495983333,-1.27,0,6,1
30.5345,79.0853,1408.0,89.9987793,57.52880859,2592000000.0,30.6,27.5,0.2,23.5,10.7,0.4582,-1.92,0,6,1
35.4784,72.5894,1984.0,89.99250031,45.0,1296000000.0,97.9,53.6,51.8,18.3,-10.5,0.3449,0.0,2,4,1
27.9706,83.397,1218.0,89.99906158,232.7920837,-3888000000.0,222.0,191.6,77.1,26.3,19.3,0.425391667,-6.39,4,10,1
25.72,94.6219,1708.0,89.9994812,214.0771942,22031998976.0,194.2,110.7,85.9,23.6,14.6,0.473516667,3.53,4,10,1
29.176,97.7991,5131.0,89.99837494,28.20162773,-1296000000.0,43.8,13.2,12.0,-1.2,-21.0,0.263058333,0.0,0,2,1
30.6539,78.3366,1008.0,89.99904633,156.6890717,14256000000.0,113.6,83.6,22.6,28.2,21.7,0.480566667,-0.91,2,10,1
26.0101,94.5282,1706.0,89.99751282,120.5792236,0.0,142.9,125.3,77.3,22.1,14.9,0.489008333,4.01,2,10,1
25.6566,96.3495,268.0,89.98993683,18.43494797,5184000000.0,188.2,109.5,56.6,29.6,23.5,0.484508333,1.14,3,10,1
30.4605,79.4774,2520.0,89.99934387,305.3313293,-25920000000.0,285.9,177.4,62.0,20.1,13.0,0.42685,-3.37,8,10,1
19.029,73.311,51.0,89.99210358,330.255127,-1296000000.0,271.4,173.3,116.4,29.9,24.0,0.469958333,10.64,5,10,1
27.9582,84.2726,406.0,89.99881744,35.90972137,15552000000.0,450.2,408.3,119.5,30.4,21.7,0.427841667,-22.41,4,10,1
33.623,72.9793,579.0,89.90996552,225.0,0.0,41.9,19.9,13.9,32.0,23.7,0.3564,2.11,0,5,1
28.1855,83.6527,794.0,89.99710083,313.1524048,-1296000000.0,473.7,385.5,136.9,26.8,21.7,0.427208333,-6.12,6,10,1
28.758,77.15,210.0,89.99250031,135.0,0.0,0.0,0.0,0.0,44.3,24.1,0.137,0.0,0,0,1
12.9455,75.7797,902.0,89.99641418,310.4260864,-11664000000.0,37.5,23.0,9.3,25.6,19.2,0.473558333,0.15,0,10,1
32.7334,77.5914,5759.0,89.99887085,306.362854,23328000000.0,11.5,10.7,8.5,10.1,-6.0,0.075466667,1.04,0,3,1
27.1722,87.0479,1598.0,89.99829865,202.796524,-19440001024.0,474.0,281.9,84.2,24.2,18.0,0.426833333,-11.66,8,10,1
34.3932,73.4538,978.0,89.99911499,246.2796021,7776000000.0,7.9,7.2,7.2,14.9,-4.0,0.31685,1.38,0,2,1
30.3351,78.5113,1474.0,89.99858093,141.3401947,-2592000000.0,146.4,117.6,92.5,25.7,19.5,0.482483333,12.04,2,10,1
27.0875,88.4572,263.0,89.99882507,345.5792236,0.0,52.0,27.2,0.4,31.5,23.9,0.403766667,-3.54,0,7,1
25.682,94.1076,1439.0,89.99420166,300.068573,2592000000.0,117.0,96.1,72.4,24.7,15.6,0.486408333,5.17,3,10,1
27.6746,83.7533,274.0,89.99382019,29.05460358,1296000000.0,225.6,76.2,46.4,31.4,23.7,0.422191667,4.22,4,10,1
28.172,85.0852,2136.0,89.99794769,14.93141747,-11664000000.0,158.5,137.2,73.6,21.0,11.6,0.422725,-1.16,4,10,1
34.5255,73.3447,1050.0,89.99908447,149.1780701,3888000000.0,19.7,16.6,5.3,30.7,19.3,0.304433333,-0.51,0,4,1
6.973070057,81.08552027,833.0,89.99640656,73.61045837,-2592000000.0,167.2,56.1,0.8,24.9,17.2,0.461575,-2.97,4,8,1
7.0205,80.5912,999.0,89.99680328,252.4744263,-6480000000.0,93.4,73.3,42.9,24.8,19.3,0.470116667,3.1,0,10,1
7.033,81.0673,520.0,89.99810028,190.3048401,-11664000000.0,436.2,398.8,136.5,24.3,18.8,0.483108333,-16.1,5,10,1
27.7757,85.9614,1615.0,89.9994278,10.30484676,25920000000.0,103.3,69.3,15.6,22.8,15.7,0.41645,-2.39,1,10,1
27.0524,90.4997,1551.0,89.99858093,288.8384399,25920000000.0,48.5,39.3,35.2,26.6,13.5,0.388116667,4.33,0,5,1
